idx,frame_dir,model_id,person_id,action_id,repeat_id,label,total_frames,action_name,split,original_idx,augmentation_type
8854,M001P007A036R003_AUG000,1,7,11654,3,35,300,Shoulder Bridge (aug 0),train,827,aug_0
8855,M001P007A036R003_AUG001,1,7,11655,3,35,300,Shoulder Bridge (aug 1),train,827,aug_1
8856,M001P007A037R001_AUG000,1,7,11656,1,36,300,Prone Press-ups (aug 0),train,828,aug_0
8857,M001P007A037R001_AUG001,1,7,11657,1,36,300,Prone Press-ups (aug 1),train,828,aug_1
8858,M001P007A037R002_AUG000,1,7,11658,2,36,300,Prone Press-ups (aug 0),train,829,aug_0
8859,M001P007A037R002_AUG001,1,7,11659,2,36,300,Prone Press-ups (aug 1),train,829,aug_1
8860,M001P007A037R003_AUG000,1,7,11660,3,36,300,Prone Press-ups (aug 0),train,830,aug_0
8861,M001P007A037R003_AUG001,1,7,11661,3,36,300,Prone Press-ups (aug 1),train,830,aug_1
8862,M001P007A038R001_AUG000,1,7,11662,1,37,300,Bent-over Torso Rotation (aug 0),train,831,aug_0
8863,M001P007A038R001_AUG001,1,7,11663,1,37,300,Bent-over Torso Rotation (aug 1),train,831,aug_1
8864,M001P007A038R002_AUG000,1,7,11664,2,37,300,Bent-over Torso Rotation (aug 0),train,832,aug_0
8865,M001P007A038R002_AUG001,1,7,11665,2,37,300,Bent-over Torso Rotation (aug 1),train,832,aug_1
8866,M001P007A038R003_AUG000,1,7,11666,3,37,300,Bent-over Torso Rotation (aug 0),train,833,aug_0
8867,M001P007A038R003_AUG001,1,7,11667,3,37,300,Bent-over Torso Rotation (aug 1),train,833,aug_1
8868,M001P007A039R001_AUG000,1,7,11668,1,38,300,Lying Arm Pull (aug 0),train,834,aug_0
8869,M001P007A039R001_AUG001,1,7,11669,1,38,300,Lying Arm Pull (aug 1),train,834,aug_1
8870,M001P007A039R002_AUG000,1,7,11670,2,38,300,Lying Arm Pull (aug 0),train,835,aug_0
8871,M001P007A039R002_AUG001,1,7,11671,2,38,300,Lying Arm Pull (aug 1),train,835,aug_1
8872,M001P007A039R003_AUG000,1,7,11672,3,38,300,Lying Arm Pull (aug 0),train,836,aug_0
8873,M001P007A039R003_AUG001,1,7,11673,3,38,300,Lying Arm Pull (aug 1),train,836,aug_1
8874,M001P007A040R001_AUG000,1,7,11674,1,39,300,Prone Press Up With Torso Rotation (aug 0),train,837,aug_0
8875,M001P007A040R001_AUG001,1,7,11675,1,39,300,Prone Press Up With Torso Rotation (aug 1),train,837,aug_1
8876,M001P007A040R002_AUG000,1,7,11676,2,39,300,Prone Press Up With Torso Rotation (aug 0),train,838,aug_0
8877,M001P007A040R002_AUG001,1,7,11677,2,39,300,Prone Press Up With Torso Rotation (aug 1),train,838,aug_1
8878,M001P007A040R003_AUG000,1,7,11678,3,39,300,Prone Press Up With Torso Rotation (aug 0),train,839,aug_0
8879,M001P007A040R003_AUG001,1,7,11679,3,39,300,Prone Press Up With Torso Rotation (aug 1),train,839,aug_1
8880,M001P007A041R001_AUG000,1,7,11680,1,40,300,Breaststroke Push-ups (aug 0),train,840,aug_0
8881,M001P007A041R001_AUG001,1,7,11681,1,40,300,Breaststroke Push-ups (aug 1),train,840,aug_1
8882,M001P007A041R002_AUG000,1,7,11682,2,40,300,Breaststroke Push-ups (aug 0),train,841,aug_0
8883,M001P007A041R002_AUG001,1,7,11683,2,40,300,Breaststroke Push-ups (aug 1),train,841,aug_1
8884,M001P007A041R003_AUG000,1,7,11684,3,40,300,Breaststroke Push-ups (aug 0),train,842,aug_0
8885,M001P007A041R003_AUG001,1,7,11685,3,40,300,Breaststroke Push-ups (aug 1),train,842,aug_1
8886,M001P007A042R001_AUG000,1,7,11686,1,41,300,Sit-ups (aug 0),train,843,aug_0
8887,M001P007A042R001_AUG001,1,7,11687,1,41,300,Sit-ups (aug 1),train,843,aug_1
8888,M001P007A042R002_AUG000,1,7,11688,2,41,300,Sit-ups (aug 0),train,844,aug_0
8889,M001P007A042R002_AUG001,1,7,11689,2,41,300,Sit-ups (aug 1),train,844,aug_1
8890,M001P007A042R003_AUG000,1,7,11690,3,41,300,Sit-ups (aug 0),train,845,aug_0
8891,M001P007A042R003_AUG001,1,7,11691,3,41,300,Sit-ups (aug 1),train,845,aug_1
8892,M001P007A043R001_AUG000,1,7,11692,1,42,300,Side-lying Left Leg Forward Raise (aug 0),train,846,aug_0
8893,M001P007A043R001_AUG001,1,7,11693,1,42,300,Side-lying Left Leg Forward Raise (aug 1),train,846,aug_1
8894,M001P007A043R002_AUG000,1,7,11694,2,42,300,Side-lying Left Leg Forward Raise (aug 0),train,847,aug_0
8895,M001P007A043R002_AUG001,1,7,11695,2,42,300,Side-lying Left Leg Forward Raise (aug 1),train,847,aug_1
8896,M001P007A043R003_AUG000,1,7,11696,3,42,300,Side-lying Left Leg Forward Raise (aug 0),train,848,aug_0
8897,M001P007A043R003_AUG001,1,7,11697,3,42,300,Side-lying Left Leg Forward Raise (aug 1),train,848,aug_1
8898,M001P007A044R001_AUG000,1,7,11698,1,43,300,Right Leg Reverse Lunge (aug 0),train,849,aug_0
8899,M001P007A044R001_AUG001,1,7,11699,1,43,300,Right Leg Reverse Lunge (aug 1),train,849,aug_1
8900,M001P007A044R002_AUG000,1,7,11700,2,43,300,Right Leg Reverse Lunge (aug 0),train,850,aug_0
8901,M001P007A044R002_AUG001,1,7,11701,2,43,300,Right Leg Reverse Lunge (aug 1),train,850,aug_1
8902,M001P007A044R003_AUG000,1,7,11702,3,43,300,Right Leg Reverse Lunge (aug 0),train,851,aug_0
8903,M001P007A044R003_AUG001,1,7,11703,3,43,300,Right Leg Reverse Lunge (aug 1),train,851,aug_1
8904,M001P007A045R001_AUG000,1,7,11704,1,44,300,Kneeling Left Knee Lift (aug 0),train,852,aug_0
8905,M001P007A045R001_AUG001,1,7,11705,1,44,300,Kneeling Left Knee Lift (aug 1),train,852,aug_1
8906,M001P007A045R002_AUG000,1,7,11706,2,44,300,Kneeling Left Knee Lift (aug 0),train,853,aug_0
8907,M001P007A045R002_AUG001,1,7,11707,2,44,300,Kneeling Left Knee Lift (aug 1),train,853,aug_1
8908,M001P007A045R003_AUG000,1,7,11708,3,44,300,Kneeling Left Knee Lift (aug 0),train,854,aug_0
8909,M001P007A045R003_AUG001,1,7,11709,3,44,300,Kneeling Left Knee Lift (aug 1),train,854,aug_1
8910,M001P007A046R001_AUG000,1,7,11710,1,45,300,Alternate Reverse Lunge (aug 0),train,855,aug_0
8911,M001P007A046R001_AUG001,1,7,11711,1,45,300,Alternate Reverse Lunge (aug 1),train,855,aug_1
8912,M001P007A046R002_AUG000,1,7,11712,2,45,300,Alternate Reverse Lunge (aug 0),train,856,aug_0
8913,M001P007A046R002_AUG001,1,7,11713,2,45,300,Alternate Reverse Lunge (aug 1),train,856,aug_1
8914,M001P007A046R003_AUG000,1,7,11714,3,45,300,Alternate Reverse Lunge (aug 0),train,857,aug_0
8915,M001P007A046R003_AUG001,1,7,11715,3,45,300,Alternate Reverse Lunge (aug 1),train,857,aug_1
8916,M001P007A047R001_AUG000,1,7,11716,1,46,300,Side-lying Right Leg Backward Kick (aug 0),train,858,aug_0
8917,M001P007A047R001_AUG001,1,7,11717,1,46,300,Side-lying Right Leg Backward Kick (aug 1),train,858,aug_1
8918,M001P007A047R002_AUG000,1,7,11718,2,46,300,Side-lying Right Leg Backward Kick (aug 0),train,859,aug_0
8919,M001P007A047R002_AUG001,1,7,11719,2,46,300,Side-lying Right Leg Backward Kick (aug 1),train,859,aug_1
8920,M001P007A047R003_AUG000,1,7,11720,3,46,300,Side-lying Right Leg Backward Kick (aug 0),train,860,aug_0
8921,M001P007A047R003_AUG001,1,7,11721,3,46,300,Side-lying Right Leg Backward Kick (aug 1),train,860,aug_1
8922,M001P007A048R001_AUG000,1,7,11722,1,47,300,Left Leg Lunge With Knee Lift (aug 0),train,861,aug_0
8923,M001P007A048R001_AUG001,1,7,11723,1,47,300,Left Leg Lunge With Knee Lift (aug 1),train,861,aug_1
8924,M001P007A048R002_AUG000,1,7,11724,2,47,300,Left Leg Lunge With Knee Lift (aug 0),train,862,aug_0
8925,M001P007A048R002_AUG001,1,7,11725,2,47,300,Left Leg Lunge With Knee Lift (aug 1),train,862,aug_1
8926,M001P007A048R003_AUG000,1,7,11726,3,47,300,Left Leg Lunge With Knee Lift (aug 0),train,863,aug_0
8927,M001P007A048R003_AUG001,1,7,11727,3,47,300,Left Leg Lunge With Knee Lift (aug 1),train,863,aug_1
8928,M001P007A049R001_AUG000,1,7,11728,1,48,300,Sumo Squat (aug 0),train,864,aug_0
8929,M001P007A049R001_AUG001,1,7,11729,1,48,300,Sumo Squat (aug 1),train,864,aug_1
8930,M001P007A049R002_AUG000,1,7,11730,2,48,300,Sumo Squat (aug 0),train,865,aug_0
8931,M001P007A049R002_AUG001,1,7,11731,2,48,300,Sumo Squat (aug 1),train,865,aug_1
8932,M001P007A049R003_AUG000,1,7,11732,3,48,300,Sumo Squat (aug 0),train,866,aug_0
8933,M001P007A049R003_AUG001,1,7,11733,3,48,300,Sumo Squat (aug 1),train,866,aug_1
8934,M001P007A050R001_AUG000,1,7,11734,1,49,300,Straight Leg Calf Raise (aug 0),train,867,aug_0
8935,M001P007A050R001_AUG001,1,7,11735,1,49,300,Straight Leg Calf Raise (aug 1),train,867,aug_1
8936,M001P007A050R002_AUG000,1,7,11736,2,49,300,Straight Leg Calf Raise (aug 0),train,868,aug_0
8937,M001P007A050R002_AUG001,1,7,11737,2,49,300,Straight Leg Calf Raise (aug 1),train,868,aug_1
8938,M001P007A050R003_AUG000,1,7,11738,3,49,300,Straight Leg Calf Raise (aug 0),train,869,aug_0
8939,M001P007A050R003_AUG001,1,7,11739,3,49,300,Straight Leg Calf Raise (aug 1),train,869,aug_1
8940,M001P007A051R001_AUG000,1,7,11740,1,50,300,Squat Jump (aug 0),train,870,aug_0
8941,M001P007A051R001_AUG001,1,7,11741,1,50,300,Squat Jump (aug 1),train,870,aug_1
8942,M001P007A051R002_AUG000,1,7,11742,2,50,300,Squat Jump (aug 0),train,871,aug_0
8943,M001P007A051R002_AUG001,1,7,11743,2,50,300,Squat Jump (aug 1),train,871,aug_1
8944,M001P007A051R003_AUG000,1,7,11744,3,50,300,Squat Jump (aug 0),train,872,aug_0
8945,M001P007A051R003_AUG001,1,7,11745,3,50,300,Squat Jump (aug 1),train,872,aug_1
8946,M001P007A052R001_AUG000,1,7,11746,1,51,300,Squat With Alternate Knee Lift (aug 0),train,873,aug_0
8947,M001P007A052R001_AUG001,1,7,11747,1,51,300,Squat With Alternate Knee Lift (aug 1),train,873,aug_1
8948,M001P007A052R002_AUG000,1,7,11748,2,51,300,Squat With Alternate Knee Lift (aug 0),train,874,aug_0
8949,M001P007A052R002_AUG001,1,7,11749,2,51,300,Squat With Alternate Knee Lift (aug 1),train,874,aug_1
8950,M001P007A052R003_AUG000,1,7,11750,3,51,300,Squat With Alternate Knee Lift (aug 0),train,875,aug_0
8951,M001P007A052R003_AUG001,1,7,11751,3,51,300,Squat With Alternate Knee Lift (aug 1),train,875,aug_1
8952,M001P007A053R001_AUG000,1,7,11752,1,52,300,Standing Alternate Butt Kick (aug 0),train,876,aug_0
8953,M001P007A053R001_AUG001,1,7,11753,1,52,300,Standing Alternate Butt Kick (aug 1),train,876,aug_1
8954,M001P007A053R002_AUG000,1,7,11754,2,52,300,Standing Alternate Butt Kick (aug 0),train,877,aug_0
8955,M001P007A053R002_AUG001,1,7,11755,2,52,300,Standing Alternate Butt Kick (aug 1),train,877,aug_1
8956,M001P007A053R003_AUG000,1,7,11756,3,52,300,Standing Alternate Butt Kick (aug 0),train,878,aug_0
8957,M001P007A053R003_AUG001,1,7,11757,3,52,300,Standing Alternate Butt Kick (aug 1),train,878,aug_1
8958,M001P007A054R001_AUG000,1,7,11758,1,53,300,Knee Warm-up (aug 0),train,879,aug_0
8959,M001P007A054R001_AUG001,1,7,11759,1,53,300,Knee Warm-up (aug 1),train,879,aug_1
8960,M001P007A054R002_AUG000,1,7,11760,2,53,300,Knee Warm-up (aug 0),train,880,aug_0
8961,M001P007A054R002_AUG001,1,7,11761,2,53,300,Knee Warm-up (aug 1),train,880,aug_1
8962,M001P007A054R003_AUG000,1,7,11762,3,53,300,Knee Warm-up (aug 0),train,881,aug_0
8963,M001P007A054R003_AUG001,1,7,11763,3,53,300,Knee Warm-up (aug 1),train,881,aug_1
8964,M001P007A055R001_AUG000,1,7,11764,1,54,300,Butt Kicks (aug 0),train,882,aug_0
8965,M001P007A055R001_AUG001,1,7,11765,1,54,300,Butt Kicks (aug 1),train,882,aug_1
8966,M001P007A055R002_AUG000,1,7,11766,2,54,300,Butt Kicks (aug 0),train,883,aug_0
8967,M001P007A055R002_AUG001,1,7,11767,2,54,300,Butt Kicks (aug 1),train,883,aug_1
8968,M001P007A055R003_AUG000,1,7,11768,3,54,300,Butt Kicks (aug 0),train,884,aug_0
8969,M001P007A055R003_AUG001,1,7,11769,3,54,300,Butt Kicks (aug 1),train,884,aug_1
8970,M001P007A056R001_AUG000,1,7,11770,1,55,300,Jump Left and Right (aug 0),train,885,aug_0
8971,M001P007A056R001_AUG001,1,7,11771,1,55,300,Jump Left and Right (aug 1),train,885,aug_1
8972,M001P007A056R002_AUG000,1,7,11772,2,55,300,Jump Left and Right (aug 0),train,886,aug_0
8973,M001P007A056R002_AUG001,1,7,11773,2,55,300,Jump Left and Right (aug 1),train,886,aug_1
8974,M001P007A056R003_AUG000,1,7,11774,3,55,300,Jump Left and Right (aug 0),train,887,aug_0
8975,M001P007A056R003_AUG001,1,7,11775,3,55,300,Jump Left and Right (aug 1),train,887,aug_1
8976,M001P007A057R001_AUG000,1,7,11776,1,56,300,Jumping Jacks (aug 0),train,888,aug_0
8977,M001P007A057R001_AUG001,1,7,11777,1,56,300,Jumping Jacks (aug 1),train,888,aug_1
8978,M001P007A057R002_AUG000,1,7,11778,2,56,300,Jumping Jacks (aug 0),train,889,aug_0
8979,M001P007A057R002_AUG001,1,7,11779,2,56,300,Jumping Jacks (aug 1),train,889,aug_1
8980,M001P007A057R003_AUG000,1,7,11780,3,56,300,Jumping Jacks (aug 0),train,890,aug_0
8981,M001P007A057R003_AUG001,1,7,11781,3,56,300,Jumping Jacks (aug 1),train,890,aug_1
8982,M001P007A058R001_AUG000,1,7,11782,1,57,300,High Knee (aug 0),train,891,aug_0
8983,M001P007A058R001_AUG001,1,7,11783,1,57,300,High Knee (aug 1),train,891,aug_1
8984,M001P007A058R002_AUG000,1,7,11784,2,57,300,High Knee (aug 0),train,892,aug_0
8985,M001P007A058R002_AUG001,1,7,11785,2,57,300,High Knee (aug 1),train,892,aug_1
8986,M001P007A058R003_AUG000,1,7,11786,3,57,300,High Knee (aug 0),train,893,aug_0
8987,M001P007A058R003_AUG001,1,7,11787,3,57,300,High Knee (aug 1),train,893,aug_1
8988,M001P007A059R001_AUG000,1,7,11788,1,58,300,Clap Jacks (aug 0),train,894,aug_0
8989,M001P007A059R001_AUG001,1,7,11789,1,58,300,Clap Jacks (aug 1),train,894,aug_1
8990,M001P007A059R002_AUG000,1,7,11790,2,58,300,Clap Jacks (aug 0),train,895,aug_0
8991,M001P007A059R002_AUG001,1,7,11791,2,58,300,Clap Jacks (aug 1),train,895,aug_1
8992,M001P007A059R003_AUG000,1,7,11792,3,58,300,Clap Jacks (aug 0),train,896,aug_0
8993,M001P007A059R003_AUG001,1,7,11793,3,58,300,Clap Jacks (aug 1),train,896,aug_1
8994,M001P007A060R001_AUG000,1,7,11794,1,59,300,Run In Place With Arm Swing (aug 0),train,897,aug_0
8995,M001P007A060R001_AUG001,1,7,11795,1,59,300,Run In Place With Arm Swing (aug 1),train,897,aug_1
8996,M001P007A060R002_AUG000,1,7,11796,2,59,300,Run In Place With Arm Swing (aug 0),train,898,aug_0
8997,M001P007A060R002_AUG001,1,7,11797,2,59,300,Run In Place With Arm Swing (aug 1),train,898,aug_1
8998,M001P007A060R003_AUG000,1,7,11798,3,59,300,Run In Place With Arm Swing (aug 0),train,899,aug_0
8999,M001P007A060R003_AUG001,1,7,11799,3,59,300,Run In Place With Arm Swing (aug 1),train,899,aug_1
9000,M001P008A001R001_AUG000,1,8,11800,1,0,300,Svend Press (aug 0),train,900,aug_0
9001,M001P008A001R001_AUG001,1,8,11801,1,0,300,Svend Press (aug 1),train,900,aug_1
9002,M001P008A001R002_AUG000,1,8,11802,2,0,300,Svend Press (aug 0),train,901,aug_0
9003,M001P008A001R002_AUG001,1,8,11803,2,0,300,Svend Press (aug 1),train,901,aug_1
9004,M001P008A001R003_AUG000,1,8,11804,3,0,300,Svend Press (aug 0),train,902,aug_0
9005,M001P008A001R003_AUG001,1,8,11805,3,0,300,Svend Press (aug 1),train,902,aug_1
9006,M001P008A002R001_AUG000,1,8,11806,1,1,300,Kneeling Push-ups (aug 0),train,903,aug_0
9007,M001P008A002R001_AUG001,1,8,11807,1,1,300,Kneeling Push-ups (aug 1),train,903,aug_1
9008,M001P008A002R002_AUG000,1,8,11808,2,1,300,Kneeling Push-ups (aug 0),train,904,aug_0
9009,M001P008A002R002_AUG001,1,8,11809,2,1,300,Kneeling Push-ups (aug 1),train,904,aug_1
9010,M001P008A002R003_AUG000,1,8,11810,3,1,300,Kneeling Push-ups (aug 0),train,905,aug_0
9011,M001P008A002R003_AUG001,1,8,11811,3,1,300,Kneeling Push-ups (aug 1),train,905,aug_1
9012,M001P008A003R001_AUG000,1,8,11812,1,2,300,Standing Straight-arm Chest Press With Resistance Band (aug 0),train,906,aug_0
9013,M001P008A003R001_AUG001,1,8,11813,1,2,300,Standing Straight-arm Chest Press With Resistance Band (aug 1),train,906,aug_1
9014,M001P008A003R002_AUG000,1,8,11814,2,2,300,Standing Straight-arm Chest Press With Resistance Band (aug 0),train,907,aug_0
9015,M001P008A003R002_AUG001,1,8,11815,2,2,300,Standing Straight-arm Chest Press With Resistance Band (aug 1),train,907,aug_1
9016,M001P008A003R003_AUG000,1,8,11816,3,2,300,Standing Straight-arm Chest Press With Resistance Band (aug 0),train,908,aug_0
9017,M001P008A003R003_AUG001,1,8,11817,3,2,300,Standing Straight-arm Chest Press With Resistance Band (aug 1),train,908,aug_1
9018,M001P008A004R001_AUG000,1,8,11818,1,3,300,Small Dumbbell Floor Flies (aug 0),train,909,aug_0
9019,M001P008A004R001_AUG001,1,8,11819,1,3,300,Small Dumbbell Floor Flies (aug 1),train,909,aug_1
9020,M001P008A004R002_AUG000,1,8,11820,2,3,300,Small Dumbbell Floor Flies (aug 0),train,910,aug_0
9021,M001P008A004R002_AUG001,1,8,11821,2,3,300,Small Dumbbell Floor Flies (aug 1),train,910,aug_1
9022,M001P008A004R003_AUG000,1,8,11822,3,3,300,Small Dumbbell Floor Flies (aug 0),train,911,aug_0
9023,M001P008A004R003_AUG001,1,8,11823,3,3,300,Small Dumbbell Floor Flies (aug 1),train,911,aug_1
9024,M001P008A005R001_AUG000,1,8,11824,1,4,300,Chest Fly (aug 0),train,912,aug_0
9025,M001P008A005R001_AUG001,1,8,11825,1,4,300,Chest Fly (aug 1),train,912,aug_1
9026,M001P008A005R002_AUG000,1,8,11826,2,4,300,Chest Fly (aug 0),train,913,aug_0
9027,M001P008A005R002_AUG001,1,8,11827,2,4,300,Chest Fly (aug 1),train,913,aug_1
9028,M001P008A005R003_AUG000,1,8,11828,3,4,300,Chest Fly (aug 0),train,914,aug_0
9029,M001P008A005R003_AUG001,1,8,11829,3,4,300,Chest Fly (aug 1),train,914,aug_1
9030,M001P008A006R001_AUG000,1,8,11830,1,5,300,Push-ups (aug 0),train,915,aug_0
9031,M001P008A006R001_AUG001,1,8,11831,1,5,300,Push-ups (aug 1),train,915,aug_1
9032,M001P008A006R002_AUG000,1,8,11832,2,5,300,Push-ups (aug 0),train,916,aug_0
9033,M001P008A006R002_AUG001,1,8,11833,2,5,300,Push-ups (aug 1),train,916,aug_1
9034,M001P008A006R003_AUG000,1,8,11834,3,5,300,Push-ups (aug 0),train,917,aug_0
9035,M001P008A006R003_AUG001,1,8,11835,3,5,300,Push-ups (aug 1),train,917,aug_1
9036,M001P008A007R001_AUG000,1,8,11836,1,6,300,Bent-over W-shape Stretch (aug 0),train,918,aug_0
9037,M001P008A007R001_AUG001,1,8,11837,1,6,300,Bent-over W-shape Stretch (aug 1),train,918,aug_1
9038,M001P008A007R002_AUG000,1,8,11838,2,6,300,Bent-over W-shape Stretch (aug 0),train,919,aug_0
9039,M001P008A007R002_AUG001,1,8,11839,2,6,300,Bent-over W-shape Stretch (aug 1),train,919,aug_1
9040,M001P008A007R003_AUG000,1,8,11840,3,6,300,Bent-over W-shape Stretch (aug 0),train,920,aug_0
9041,M001P008A007R003_AUG001,1,8,11841,3,6,300,Bent-over W-shape Stretch (aug 1),train,920,aug_1
9042,M001P008A008R001_AUG000,1,8,11842,1,7,300,Bent-over Y-shape Stretch (aug 0),train,921,aug_0
9043,M001P008A008R001_AUG001,1,8,11843,1,7,300,Bent-over Y-shape Stretch (aug 1),train,921,aug_1
9044,M001P008A008R002_AUG000,1,8,11844,2,7,300,Bent-over Y-shape Stretch (aug 0),train,922,aug_0
9045,M001P008A008R002_AUG001,1,8,11845,2,7,300,Bent-over Y-shape Stretch (aug 1),train,922,aug_1
9046,M001P008A008R003_AUG000,1,8,11846,3,7,300,Bent-over Y-shape Stretch (aug 0),train,923,aug_0
9047,M001P008A008R003_AUG001,1,8,11847,3,7,300,Bent-over Y-shape Stretch (aug 1),train,923,aug_1
9048,M001P008A009R001_AUG000,1,8,11848,1,8,300,Bent-over A-shape Stretch (aug 0),train,924,aug_0
9049,M001P008A009R001_AUG001,1,8,11849,1,8,300,Bent-over A-shape Stretch (aug 1),train,924,aug_1
9050,M001P008A009R002_AUG000,1,8,11850,2,8,300,Bent-over A-shape Stretch (aug 0),train,925,aug_0
9051,M001P008A009R002_AUG001,1,8,11851,2,8,300,Bent-over A-shape Stretch (aug 1),train,925,aug_1
9052,M001P008A009R003_AUG000,1,8,11852,3,8,300,Bent-over A-shape Stretch (aug 0),train,926,aug_0
9053,M001P008A009R003_AUG001,1,8,11853,3,8,300,Bent-over A-shape Stretch (aug 1),train,926,aug_1
9054,M001P008A010R001_AUG000,1,8,11854,1,9,300,Squat With Arm Lift (aug 0),train,927,aug_0
9055,M001P008A010R001_AUG001,1,8,11855,1,9,300,Squat With Arm Lift (aug 1),train,927,aug_1
9056,M001P008A010R002_AUG000,1,8,11856,2,9,300,Squat With Arm Lift (aug 0),train,928,aug_0
9057,M001P008A010R002_AUG001,1,8,11857,2,9,300,Squat With Arm Lift (aug 1),train,928,aug_1
9058,M001P008A010R003_AUG000,1,8,11858,3,9,300,Squat With Arm Lift (aug 0),train,929,aug_0
9059,M001P008A010R003_AUG001,1,8,11859,3,9,300,Squat With Arm Lift (aug 1),train,929,aug_1
9060,M001P008A011R001_AUG000,1,8,11860,1,10,300,Breaststroke Arm Pull (aug 0),train,930,aug_0
9061,M001P008A011R001_AUG001,1,8,11861,1,10,300,Breaststroke Arm Pull (aug 1),train,930,aug_1
9062,M001P008A011R002_AUG000,1,8,11862,2,10,300,Breaststroke Arm Pull (aug 0),train,931,aug_0
9063,M001P008A011R002_AUG001,1,8,11863,2,10,300,Breaststroke Arm Pull (aug 1),train,931,aug_1
9064,M001P008A011R003_AUG000,1,8,11864,3,10,300,Breaststroke Arm Pull (aug 0),train,932,aug_0
9065,M001P008A011R003_AUG001,1,8,11865,3,10,300,Breaststroke Arm Pull (aug 1),train,932,aug_1
9066,M001P008A012R001_AUG000,1,8,11866,1,11,300,Prone Y-shape Stretch (aug 0),train,933,aug_0
9067,M001P008A012R001_AUG001,1,8,11867,1,11,300,Prone Y-shape Stretch (aug 1),train,933,aug_1
9068,M001P008A012R002_AUG000,1,8,11868,2,11,300,Prone Y-shape Stretch (aug 0),train,934,aug_0
9069,M001P008A012R002_AUG001,1,8,11869,2,11,300,Prone Y-shape Stretch (aug 1),train,934,aug_1
9070,M001P008A012R003_AUG000,1,8,11870,3,11,300,Prone Y-shape Stretch (aug 0),train,935,aug_0
9071,M001P008A012R003_AUG001,1,8,11871,3,11,300,Prone Y-shape Stretch (aug 1),train,935,aug_1
9072,M001P008A013R001_AUG000,1,8,11872,1,12,300,Lateral Raise Forward Circles (aug 0),train,936,aug_0
9073,M001P008A013R001_AUG001,1,8,11873,1,12,300,Lateral Raise Forward Circles (aug 1),train,936,aug_1
9074,M001P008A013R002_AUG000,1,8,11874,2,12,300,Lateral Raise Forward Circles (aug 0),train,937,aug_0
9075,M001P008A013R002_AUG001,1,8,11875,2,12,300,Lateral Raise Forward Circles (aug 1),train,937,aug_1
9076,M001P008A013R003_AUG000,1,8,11876,3,12,300,Lateral Raise Forward Circles (aug 0),train,938,aug_0
9077,M001P008A013R003_AUG001,1,8,11877,3,12,300,Lateral Raise Forward Circles (aug 1),train,938,aug_1
9078,M001P008A014R001_AUG000,1,8,11878,1,13,300,Lateral Raise Backward Circles (aug 0),train,939,aug_0
9079,M001P008A014R001_AUG001,1,8,11879,1,13,300,Lateral Raise Backward Circles (aug 1),train,939,aug_1
9080,M001P008A014R002_AUG000,1,8,11880,2,13,300,Lateral Raise Backward Circles (aug 0),train,940,aug_0
9081,M001P008A014R002_AUG001,1,8,11881,2,13,300,Lateral Raise Backward Circles (aug 1),train,940,aug_1
9082,M001P008A014R003_AUG000,1,8,11882,3,13,300,Lateral Raise Backward Circles (aug 0),train,941,aug_0
9083,M001P008A014R003_AUG001,1,8,11883,3,13,300,Lateral Raise Backward Circles (aug 1),train,941,aug_1
9084,M001P008A015R001_AUG000,1,8,11884,1,14,300,Lying Shoulder Joint Upward Round (aug 0),train,942,aug_0
9085,M001P008A015R001_AUG001,1,8,11885,1,14,300,Lying Shoulder Joint Upward Round (aug 1),train,942,aug_1
9086,M001P008A015R002_AUG000,1,8,11886,2,14,300,Lying Shoulder Joint Upward Round (aug 0),train,943,aug_0
9087,M001P008A015R002_AUG001,1,8,11887,2,14,300,Lying Shoulder Joint Upward Round (aug 1),train,943,aug_1
9088,M001P008A015R003_AUG000,1,8,11888,3,14,300,Lying Shoulder Joint Upward Round (aug 0),train,944,aug_0
9089,M001P008A015R003_AUG001,1,8,11889,3,14,300,Lying Shoulder Joint Upward Round (aug 1),train,944,aug_1
9090,M001P008A016R001_AUG000,1,8,11890,1,15,300,Lying Shoulder Joint Downward Round (aug 0),train,945,aug_0
9091,M001P008A016R001_AUG001,1,8,11891,1,15,300,Lying Shoulder Joint Downward Round (aug 1),train,945,aug_1
9092,M001P008A016R002_AUG000,1,8,11892,2,15,300,Lying Shoulder Joint Downward Round (aug 0),train,946,aug_0
9093,M001P008A016R002_AUG001,1,8,11893,2,15,300,Lying Shoulder Joint Downward Round (aug 1),train,946,aug_1
9094,M001P008A016R003_AUG000,1,8,11894,3,15,300,Lying Shoulder Joint Downward Round (aug 0),train,947,aug_0
9095,M001P008A016R003_AUG001,1,8,11895,3,15,300,Lying Shoulder Joint Downward Round (aug 1),train,947,aug_1
9096,M001P008A017R001_AUG000,1,8,11896,1,16,300,Bare-handed Full Lateral Raise (aug 0),train,948,aug_0
9097,M001P008A017R001_AUG001,1,8,11897,1,16,300,Bare-handed Full Lateral Raise (aug 1),train,948,aug_1
9098,M001P008A017R002_AUG000,1,8,11898,2,16,300,Bare-handed Full Lateral Raise (aug 0),train,949,aug_0
9099,M001P008A017R002_AUG001,1,8,11899,2,16,300,Bare-handed Full Lateral Raise (aug 1),train,949,aug_1
9100,M001P008A017R003_AUG000,1,8,11900,3,16,300,Bare-handed Full Lateral Raise (aug 0),train,950,aug_0
9101,M001P008A017R003_AUG001,1,8,11901,3,16,300,Bare-handed Full Lateral Raise (aug 1),train,950,aug_1
